<id_1y066qx_nyg_1bjn5ba>	<Sir_Wilfrid_Laurier_Secondary_School_(Ottawa)>	<isPreferredMeaningOf>	"Sir Wilfrid Laurier Secondary School (Ottawa)"@eng	
<id_fz7ptz_1o4_zk1988>	<Craig_Pead>	<hasFamilyName>	"Pead"@eng	
<id_du876v_1ia_128568j>	<Smolniki,_Nakło_County>	rdfs:label	"Smolniki, Naklo County"@eng	
<id_1hhv3z_1ia_qxndxc>	<Christos_Zalokostas>	rdfs:label	"Christos Zalokostas"@eng	
<id_1vzrn4o_1o4_1wczn31>	<George_Thomas_Beilby>	<hasFamilyName>	"Beilby"@eng	
<id_fw2zix_1ia_15c8ica>	<Anthurium_grex-avium>	rdfs:label	"Anthurium grex-avium"@eng	
<id_ji5nt6_nyg_i7mhfv>	<Han_Zhubin>	<isPreferredMeaningOf>	"Han Zhubin"@eng	
<id_4fit2n_1ia_34zmpc>	<Kiyotaka_Matsui>	rdfs:label	"Kiyotaka Matsui"@eng	
	<Saint-Sulpice-sur-Lèze>	rdfs:label	"Saint-Sulpice"@eng	
	<Acme_Aircraft_Corporation>	rdfs:label	"Acme Aircraft"@eng	
<id_ncowr8_1o4_auwhrt>	<Francesco_Ricchino>	<hasFamilyName>	"Ricchino"@eng	
<id_nquugf_1sz_fegkcu>	<Tullos,_Louisiana>	skos:prefLabel	"Tullos, Louisiana"@eng	
<id_9ndhip_1ia_10kf0iz>	<Atlas_(statue)>	rdfs:label	"Atlas"@eng	
<id_1og7xkt_15u_7p227g>	<Melissa_Sue_Anderson>	<hasGivenName>	"Melissa"@eng	
	<Popbitch>	rdfs:label	"Popbtch"@eng	
<id_qwjgdo_1sz_1gcoz71>	<Gymnothorax_maderensis>	skos:prefLabel	"Gymnothorax maderensis"@eng	
<id_3a2qek_1ia_sq897x>	<Confluencia_Department>	rdfs:label	"Confluencia Department"@eng	
	<Bertrand_Halperin>	rdfs:label	"Bertrand I. Halperin"@eng	
<id_1tntwxc_nyg_4xes8f>	<University_of_Bristol_Union>	<isPreferredMeaningOf>	"University of Bristol Union"@eng	
<id_6en63m_1ia_3aiacy>	<Habitus_(sociology)>	rdfs:label	"Habitus"@eng	
<id_za2tf4_1ia_6s356g>	<David_Alonso_López>	rdfs:label	"The Destroyer"	
<id_dhvnnm_1sz_1ip5ish>	<Canoochee_River>	skos:prefLabel	"Canoochee River"@eng	
	<Olav_V_of_Norway>	rdfs:label	"King Olaf V"@eng	
<id_1b2c4qe_nyg_ot0jg4>	<Edward_Stark_House>	<isPreferredMeaningOf>	"Edward Stark House"@eng	
	<wordnet_bigamy_100775095>	<hasGloss>	"the offense of marrying someone while you have a living spouse from whom no valid divorce has occurred"@eng	
<id_9kd5ll_1sz_9kd5ll>	<Lactylate>	skos:prefLabel	"Lactylate"@eng	
	<wordnet_mortality_table_108266669>	<hasGloss>	"an actuarial table indicating life expectancy and probability of death as a function or age and sex and occupation etc"@eng	
<id_1xuh7kb_15u_zjxmwb>	<John_Kekes>	<hasGivenName>	"John"@eng	
<id_efvicp_1o4_s9xuky>	<Giorgio_Magnocavallo>	<hasFamilyName>	"Magnocavallo"@eng	
<id_rtsnc3_nyg_rtsnc3>	<Dubrajpur>	<isPreferredMeaningOf>	"Dubrajpur"@eng	
<id_12jyv5x_1sz_1a4hgpw>	<Michael_Gregoritsch>	skos:prefLabel	"Michael Gregoritsch"@eng	
<id_kgoanv_nyg_1pny5sq>	<Red_Dooin>	<isPreferredMeaningOf>	"Red Dooin"@eng	
<id_111ifmu_1sz_vom9yc>	<Parigi_Moutong_Regency>	skos:prefLabel	"Parigi Moutong Regency"@eng	
<id_1ch61ew_nyg_1cg1t8n>	<Nantyffyllon_RFC>	<isPreferredMeaningOf>	"Nantyffyllon RFC"@eng	
<id_13wf1pl_1sz_4arwq3>	<Staatsburg,_New_York>	skos:prefLabel	"Staatsburg, New York"@eng	
<id_17gxvcx_1sz_li37wj>	<Abdul_Latif_(songwriter)>	skos:prefLabel	"Abdul Latif (songwriter)"@eng	
<id_wew4lw_nyg_2l1xrn>	<PC_Gamer>	<isPreferredMeaningOf>	"PC Gamer"@eng	
<id_rp16ns_1sz_1mnmr6f>	<Amirjon_Salomov>	skos:prefLabel	"Amirjon Salomov"@eng	
<id_1057owz_nyg_1x039y9>	<Ibrahim_ibn_Ilyas>	<isPreferredMeaningOf>	"Ibrahim ibn Ilyas"@eng	
<id_nj15q7_1o4_appicg>	<Julian_Cruz_Balmaceda>	<hasFamilyName>	"Balmaceda"@eng	
<id_11c73ax_1sz_1b7cgnu>	<Ross_Turnbull_(rugby_union)>	skos:prefLabel	"Ross Turnbull (rugby union)"@eng	
<id_d1bruu_1ia_7mo7tp>	<Gatekeeper_(OS_X)>	rdfs:label	"Gatekeeper"@eng	
<id_b5vvq2_1o4_5m3j4v>	<Charles_Stubbs>	<hasFamilyName>	"Stubbs"@eng	
<id_9y677l_1ia_thiyp>	<Association_of_Pizza_Delivery_Drivers>	rdfs:label	"Association of Pizza Delivery Drivers"@eng	
<id_3agw5j_1sz_y92go6>	<Zaid_Ibrahim>	skos:prefLabel	"Zaid Ibrahim"@eng	
<id_oi1c5j_1sz_n7i5s8>	<Florence_Easton>	skos:prefLabel	"Florence Easton"@eng	
	<Acute_lung_injury>	rdfs:label	"ALI"@eng	
	<Cheshmeh_Kabud,_Pol-e_Dokhtar>	rdfs:label	"Cheshmeh Kabud-e Sofla"@eng	
<id_gv8cxt_1ia_1bttxgg>	<Jimmy_Hibbert>	rdfs:label	"Jimmy Hibbert"@eng	
<id_1ktvsne_1sz_1yn34y0>	<To_Fili_Tis_Zois_(Elena_Paparizou_song)>	skos:prefLabel	"To Fili Tis Zois (Elena Paparizou song)"@eng	
<id_1hmgm6a_1ia_163j0ab>	<Schön!_Magazine>	rdfs:label	"Schoen! Magazine"@eng	
<id_1r5klyu_1sz_sikid3>	<Darya_Pchelnik>	skos:prefLabel	"Darya Pchelnik"@eng	
<id_zhv8iq_15u_zjsvug>	<Carl_Eduard_Adolph_Gerstaecker>	<hasGivenName>	"Carl"@eng	
<id_lgf3d3_1o4_1y99htw>	<Jack_R._Fenton>	<hasFamilyName>	"Fenton"@eng	
<id_1rftuyq_nyg_gw8af8>	<Speedy_class_brig>	<isPreferredMeaningOf>	"Speedy class brig"@eng	
<id_d4cihi_1o4_10kberf>	<Aamer_Anwar>	<hasFamilyName>	"Anwar"@eng	
